Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Expected_ROI,ROI_Deviation
139229,Innovate Industries,Influencer,Women 25-34,15 days,YouTube,0.24,5358.0,6.18,Chicago,English,401,8081,10,Outdoor Adventurers,13-06-2021,21.24696156638875,-15.066961566388752
139365,DataTech Solutions,Search,Women 25-34,15 days,Google Ads,0.2,5036.0,3.59,New York,Mandarin,152,5541,8,Foodies,27-10-2021,18.084387620764247,-14.494387620764247
139469,Alpha Innovations,Search,Women 25-34,15 days,Facebook,0.25,5632.0,4.08,New York,English,672,4245,9,Fashionistas,8/2/2021,18.191956332642018,-14.111956332642018
139646,TechCorp,Influencer,Women 25-34,15 days,Google Ads,0.19,5505.0,7.82,Miami,English,102,4454,10,Fashionistas,4/8/2021,20.6796040095751,-12.8596040095751
139814,NexGen Systems,Search,Women 25-34,60 days,Google Ads,0.17,6262.0,4.01,Los Angeles,Mandarin,234,6388,9,Fashionistas,19-01-2021,16.36172118579365,-12.351721185793652
140795,NexGen Systems,Social Media,Women 25-34,45 days,Google Ads,0.18,6475.0,5.72,Chicago,Spanish,358,9426,10,Health & Wellness,27-09-2021,17.581655609685086,-11.861655609685087
140939,Innovate Industries,Display,Women 25-34,60 days,Facebook,0.2,8274.0,2.12,Miami,Spanish,640,1288,10,Health & Wellness,18-02-2021,13.758909846834774,-11.638909846834775
141183,Innovate Industries,Social Media,Women 25-34,45 days,Instagram,0.17,5081.0,4.5,New York,French,840,3779,8,Fashionistas,20-10-2021,17.9242228022375,-13.424222802237502
141897,NexGen Systems,Social Media,Women 25-34,45 days,Facebook,0.21,6741.0,3.18,Chicago,Spanish,467,9127,9,Fashionistas,4/10/2021,15.199094802765146,-12.019094802765146
142153,NexGen Systems,Influencer,Women 25-34,60 days,Website,0.22,6133.0,6.31,Miami,English,381,5881,10,Tech Enthusiasts,17-06-2021,18.56207729866475,-12.252077298664751
142265,DataTech Solutions,Social Media,Women 25-34,45 days,Facebook,0.24,6135.0,2.64,Houston,French,417,2195,8,Health & Wellness,7/10/2021,14.844820873377136,-12.204820873377136
142349,Alpha Innovations,Display,Women 25-34,45 days,Facebook,0.18,5566.0,2.66,Miami,English,415,3558,8,Fashionistas,30-12-2021,16.362374426548463,-13.702374426548463
142685,TechCorp,Email,Women 25-34,15 days,YouTube,0.15,6987.0,3.66,Houston,German,378,6010,10,Foodies,1/12/2021,16.293290406857153,-12.633290406857153
142770,Innovate Industries,Social Media,Women 25-34,30 days,Instagram,0.22,6132.0,3.13,Miami,German,620,8872,8,Health & Wellness,24-02-2021,14.852083505898362,-11.722083505898361
143037,TechCorp,Email,Women 25-34,60 days,Instagram,0.17,5700.0,2.9,Houston,English,907,7522,10,Outdoor Adventurers,18-11-2021,19.972143872405425,-17.072143872405427
143201,Innovate Industries,Display,Women 25-34,15 days,Instagram,0.18,5835.0,3.16,Chicago,English,931,8133,9,Tech Enthusiasts,1/5/2021,17.559057080623795,-14.399057080623795
143207,Innovate Industries,Influencer,Women 25-34,60 days,Facebook,0.22,5375.0,5.78,Los Angeles,Spanish,167,6720,10,Health & Wellness,7/5/2021,21.17976187399273,-15.39976187399273
143294,TechCorp,Display,Women 25-34,30 days,Google Ads,0.18,6515.0,6.19,Houston,Spanish,732,6743,10,Health & Wellness,2/8/2021,17.47370991139078,-11.28370991139078
143399,Alpha Innovations,Search,Women 25-34,30 days,YouTube,0.23,5438.0,6.18,New York,French,922,7197,10,Tech Enthusiasts,15-11-2021,20.934391333709257,-14.754391333709258
143562,DataTech Solutions,Social Media,Women 25-34,60 days,Website,0.15,5231.0,5.66,Miami,French,708,5563,9,Outdoor Adventurers,27-04-2021,19.586522283586284,-13.926522283586284
143681,TechCorp,Social Media,Women 25-34,60 days,Website,0.2,5755.0,5.67,Chicago,French,816,2236,9,Tech Enthusiasts,24-08-2021,17.803144755072086,-12.133144755072086
143732,NexGen Systems,Social Media,Women 25-34,60 days,YouTube,0.25,6531.0,2.99,Chicago,French,345,6591,10,Outdoor Adventurers,14-10-2021,17.430901863835693,-14.440901863835693
143765,DataTech Solutions,Search,Women 25-34,60 days,Google Ads,0.24,5259.0,5.8,Chicago,Mandarin,232,8397,9,Foodies,16-11-2021,19.482239601718927,-13.682239601718926
144181,TechCorp,Display,Women 25-34,60 days,Instagram,0.24,6017.0,2.13,Miami,French,274,8155,9,Tech Enthusiasts,6/1/2021,17.027937188871505,-14.897937188871506
144229,Alpha Innovations,Display,Women 25-34,45 days,Website,0.15,6267.0,2.83,Chicago,English,416,3881,9,Health & Wellness,23-02-2021,16.348667315372563,-13.518667315372562
144231,Alpha Innovations,Display,Women 25-34,30 days,YouTube,0.21,5488.0,3.99,Chicago,German,373,1920,10,Fashionistas,25-02-2021,20.743662549692225,-16.753662549692223
144323,NexGen Systems,Search,Women 25-34,45 days,Website,0.23,5272.0,3.62,New York,Spanish,686,9826,9,Outdoor Adventurers,28-05-2021,19.434199177814843,-15.814199177814842
144340,NexGen Systems,Display,Women 25-34,30 days,Instagram,0.18,6167.0,3.06,New York,English,217,9075,10,Health & Wellness,14-06-2021,18.45974056635494,-15.399740566354941
144464,DataTech Solutions,Influencer,Women 25-34,60 days,YouTube,0.18,7326.0,2.01,Chicago,German,980,9130,9,Health & Wellness,16-10-2021,13.985407871340412,-11.975407871340412
144634,NexGen Systems,Display,Women 25-34,60 days,Google Ads,0.18,5230.0,3.84,Houston,German,125,7190,10,Health & Wellness,4/4/2021,21.76696368503077,-17.92696368503077
144765,TechCorp,Influencer,Women 25-34,60 days,Instagram,0.24,5197.0,5.94,Chicago,French,657,4597,9,Tech Enthusiasts,13-08-2021,19.714661932930508,-13.774661932930506
144823,Innovate Industries,Influencer,Women 25-34,15 days,Google Ads,0.23,6078.0,3.48,Houston,Spanish,865,1335,9,Tech Enthusiasts,10/10/2021,16.857041471773584,-13.377041471773584
144994,DataTech Solutions,Influencer,Women 25-34,45 days,Facebook,0.19,6194.0,5.2,New York,English,198,3958,10,Outdoor Adventurers,30-03-2021,18.37927350221358,-13.17927350221358
145054,Alpha Innovations,Search,Women 25-34,30 days,Google Ads,0.2,5063.0,2.11,Chicago,French,146,8460,9,Outdoor Adventurers,29-05-2021,20.236440463251007,-18.126440463251008
145181,TechCorp,Social Media,Women 25-34,45 days,Instagram,0.22,6182.0,3.91,Miami,German,656,5726,10,Tech Enthusiasts,3/10/2021,18.41494986617776,-14.50494986617776
145331,NexGen Systems,Influencer,Women 25-34,45 days,Google Ads,0.24,5160.0,6.82,New York,Mandarin,953,5888,10,Tech Enthusiasts,2/3/2021,22.062251952075762,-15.242251952075762
145452,NexGen Systems,Social Media,Women 25-34,60 days,YouTube,0.23,5333.0,4.87,Miami,English,538,2907,8,Health & Wellness,1/7/2021,17.077250339052828,-12.207250339052827
145966,DataTech Solutions,Display,Women 25-34,45 days,Website,0.25,5875.0,3.3,Houston,French,599,7910,9,Health & Wellness,27-11-2021,17.43950605369189,-14.139506053691889
146052,Innovate Industries,Search,Women 25-34,60 days,Email,0.25,7059.0,3.78,Chicago,German,215,1037,10,Fashionistas,21-02-2021,16.127102999392395,-12.347102999392396
146247,NexGen Systems,Display,Women 25-34,15 days,Website,0.23,6896.0,2.06,Houston,German,295,8419,9,Outdoor Adventurers,4/9/2021,14.85746781691413,-12.79746781691413
146309,NexGen Systems,Social Media,Women 25-34,30 days,Website,0.2,6403.0,3.31,Chicago,German,415,6134,9,Foodies,5/11/2021,16.001420906674973,-12.691420906674972
146325,NexGen Systems,Email,Women 25-34,45 days,YouTube,0.24,5908.0,2.89,Chicago,German,548,1907,8,Fashionistas,21-11-2021,15.415195676738108,-12.525195676738107
146550,NexGen Systems,Email,Women 25-34,15 days,Instagram,0.25,7096.0,3.49,Miami,German,555,7989,10,Foodies,4/7/2021,16.04301297529748,-12.553012975297479
146695,NexGen Systems,Search,Women 25-34,15 days,Email,0.25,5289.0,4.33,Miami,Mandarin,316,1041,8,Fashionistas,26-11-2021,17.21931859674206,-12.88931859674206
146774,TechCorp,Email,Women 25-34,60 days,YouTube,0.22,5669.0,3.07,Chicago,Mandarin,710,3293,9,Outdoor Adventurers,13-02-2021,18.073222449363175,-15.003222449363175
147047,Innovate Industries,Social Media,Women 25-34,30 days,Email,0.17,5587.0,6.49,Houston,Spanish,433,2635,10,Health & Wellness,13-11-2021,20.376090938376755,-13.886090938376755
147194,NexGen Systems,Influencer,Women 25-34,15 days,YouTube,0.24,6948.0,2.85,Houston,German,301,1827,9,Outdoor Adventurers,9/4/2021,14.746272030143905,-11.896272030143905
147392,TechCorp,Influencer,Women 25-34,30 days,Website,0.15,5888.0,7.45,Chicago,German,952,8481,10,Fashionistas,24-10-2021,19.33444634387074,-11.884446343870742
147445,NexGen Systems,Search,Women 25-34,30 days,Website,0.25,5893.0,3.15,New York,German,291,1716,9,Fashionistas,16-12-2021,17.386237581102975,-14.236237581102975
147734,TechCorp,Social Media,Women 25-34,15 days,YouTube,0.19,5360.0,3.38,Houston,German,185,3731,8,Health & Wellness,1/10/2021,16.99122687652402,-13.611226876524022
148130,Innovate Industries,Influencer,Women 25-34,60 days,Google Ads,0.15,5277.0,3.49,Houston,Mandarin,323,9910,9,Foodies,1/11/2021,19.41578511757435,-15.925785117574351
148228,TechCorp,Social Media,Women 25-34,30 days,Google Ads,0.2,5192.0,6.2,New York,French,458,7949,9,Health & Wellness,7/2/2021,19.733647547272696,-13.533647547272697
148238,DataTech Solutions,Influencer,Women 25-34,45 days,YouTube,0.15,5440.0,5.83,Los Angeles,French,286,9534,10,Foodies,17-02-2021,20.92669486630715,-15.096694866307152
148485,DataTech Solutions,Email,Women 25-34,15 days,Email,0.18,6516.0,5.79,Miami,German,761,5886,10,Tech Enthusiasts,22-10-2021,17.471028249341764,-11.681028249341765
148771,TechCorp,Influencer,Women 25-34,45 days,Email,0.16,7542.0,2.18,Chicago,Spanish,456,6438,10,Outdoor Adventurers,4/8/2021,15.094301255994553,-12.914301255994554
148978,TechCorp,Email,Women 25-34,60 days,YouTube,0.23,5066.0,5.91,Houston,French,728,6265,10,Fashionistas,27-02-2021,22.471618648383522,-16.561618648383522
148982,Alpha Innovations,Social Media,Women 25-34,45 days,Instagram,0.18,6412.0,2.69,Los Angeles,Mandarin,399,9995,9,Fashionistas,3/3/2021,15.978961020810956,-13.288961020810957
149059,Alpha Innovations,Email,Women 25-34,30 days,Google Ads,0.17,6226.0,2.21,Chicago,English,531,6982,8,Outdoor Adventurers,19-05-2021,14.627847102179368,-12.417847102179369
149069,Innovate Industries,Search,Women 25-34,15 days,Google Ads,0.15,6798.0,4.08,Houston,German,212,8932,10,Fashionistas,29-05-2021,16.74628126988981,-12.66628126988981
149072,TechCorp,Email,Women 25-34,15 days,Website,0.17,5167.0,4.81,Miami,Mandarin,469,2430,9,Foodies,1/6/2021,19.829126778680056,-15.019126778680057
149160,TechCorp,Influencer,Women 25-34,60 days,YouTube,0.18,5966.0,6.51,Chicago,French,952,6946,10,Tech Enthusiasts,28-08-2021,19.08166612013257,-12.571666120132571
149549,DataTech Solutions,Email,Women 25-34,30 days,Google Ads,0.17,5885.0,3.95,Miami,Mandarin,916,5969,10,Tech Enthusiasts,21-09-2021,19.344302476246547,-15.394302476246548
149552,NexGen Systems,Social Media,Women 25-34,30 days,Website,0.2,5647.0,5.56,Los Angeles,German,938,8730,9,Foodies,24-09-2021,18.143633445270027,-12.583633445270028
150101,DataTech Solutions,Social Media,Women 25-34,60 days,YouTube,0.25,5523.0,5.21,New York,French,180,5132,9,Tech Enthusiasts,27-03-2021,18.550986432272285,-13.340986432272285
150476,Alpha Innovations,Display,Women 25-34,15 days,Website,0.21,5053.0,5.39,Los Angeles,French,203,1445,10,Outdoor Adventurers,6/4/2021,22.52943203497149,-17.139432034971488
150583,NexGen Systems,Influencer,Women 25-34,30 days,Facebook,0.23,6446.0,2.06,New York,German,847,5231,9,Tech Enthusiasts,22-07-2021,15.89467857049951,-13.83467857049951
150610,Alpha Innovations,Search,Women 25-34,15 days,Google Ads,0.16,6369.0,3.69,New York,English,201,4289,10,Tech Enthusiasts,18-08-2021,17.874269127447153,-14.184269127447154
150629,Innovate Industries,Display,Women 25-34,45 days,Facebook,0.18,5355.0,2.44,Los Angeles,Spanish,298,9878,7,Tech Enthusiasts,6/9/2021,14.881205238262869,-12.441205238262869
150633,TechCorp,Display,Women 25-34,30 days,YouTube,0.19,6031.0,5.61,Houston,French,100,7356,9,Tech Enthusiasts,10/9/2021,16.988409561505527,-11.378409561505528
151166,Innovate Industries,Social Media,Women 25-34,45 days,Website,0.21,5695.0,6.01,Chicago,English,703,3163,9,Outdoor Adventurers,25-02-2021,17.9907108104372,-11.9807108104372
151272,TechCorp,Email,Women 25-34,60 days,Google Ads,0.15,6332.0,6.66,New York,French,491,4501,10,Outdoor Adventurers,11/6/2021,17.978714477686502,-11.318714477686502
151372,TechCorp,Email,Women 25-34,15 days,Google Ads,0.23,6540.0,3.64,Houston,Spanish,158,5750,9,Outdoor Adventurers,19-09-2021,15.666222945785908,-12.026222945785907
151471,DataTech Solutions,Social Media,Women 25-34,30 days,YouTube,0.21,6203.0,3.11,Los Angeles,German,798,7469,10,Tech Enthusiasts,27-12-2021,18.352606814881657,-15.242606814881658
151831,DataTech Solutions,Influencer,Women 25-34,30 days,Website,0.22,5975.0,2.22,New York,French,593,7582,9,Health & Wellness,22-12-2021,17.14763147538742,-14.92763147538742
151872,DataTech Solutions,Display,Women 25-34,60 days,Facebook,0.19,5118.0,2.29,Los Angeles,English,930,4060,9,Foodies,1/2/2021,20.018971876795593,-17.728971876795594
151891,DataTech Solutions,Email,Women 25-34,15 days,Website,0.16,6158.0,3.13,New York,German,836,2058,9,Fashionistas,20-02-2021,16.63804775340043,-13.50804775340043
152056,TechCorp,Email,Women 25-34,15 days,YouTube,0.19,6372.0,2.49,New York,Mandarin,256,9125,8,Tech Enthusiasts,4/8/2021,14.292682997201624,-11.802682997201623
152197,DataTech Solutions,Influencer,Women 25-34,30 days,Website,0.25,5200.0,5.06,New York,Spanish,365,3866,8,Fashionistas,23-12-2021,17.51403385734014,-12.454033857340143
152214,TechCorp,Social Media,Women 25-34,15 days,Instagram,0.25,5899.0,3.76,Miami,Mandarin,978,4188,9,Outdoor Adventurers,9/1/2021,17.368553664254932,-13.608553664254933
152348,Alpha Innovations,Social Media,Women 25-34,60 days,Email,0.19,5795.0,2.19,Miami,French,303,2270,7,Foodies,23-05-2021,13.751312174443079,-11.56131217444308
152374,DataTech Solutions,Email,Women 25-34,30 days,YouTube,0.21,5403.0,5.56,Miami,Spanish,137,7185,9,Tech Enthusiasts,18-06-2021,18.96300167785302,-13.40300167785302
152429,Alpha Innovations,Influencer,Women 25-34,60 days,Google Ads,0.19,6016.0,6.09,Los Angeles,German,116,6851,10,Fashionistas,12/8/2021,18.92307514506498,-12.833075145064981
152462,DataTech Solutions,Influencer,Women 25-34,30 days,Instagram,0.21,5452.0,4.01,New York,German,358,7103,8,Tech Enthusiasts,14-09-2021,16.70450771426426,-12.69450771426426
152673,NexGen Systems,Email,Women 25-34,60 days,Google Ads,0.25,7318.0,2.38,New York,Mandarin,205,4634,9,Health & Wellness,13-04-2021,14.00069664736811,-11.62069664736811
152680,Innovate Industries,Social Media,Women 25-34,15 days,YouTube,0.24,6302.0,3.6,Miami,German,134,2219,10,Health & Wellness,20-04-2021,18.06430023368945,-14.464300233689452
152705,Alpha Innovations,Social Media,Women 25-34,30 days,Google Ads,0.18,5406.0,4.6,New York,French,994,6447,9,Fashionistas,15-05-2021,18.95247836948573,-14.352478369485729
152740,DataTech Solutions,Influencer,Women 25-34,60 days,Facebook,0.19,5038.0,4.34,Houston,Spanish,319,5086,8,Fashionistas,19-06-2021,18.077208427584107,-13.737208427584108
152838,TechCorp,Display,Women 25-34,45 days,Instagram,0.2,5049.0,2.43,Los Angeles,Mandarin,560,5931,7,Foodies,25-09-2021,15.783096464824254,-13.353096464824254
152866,NexGen Systems,Social Media,Women 25-34,15 days,YouTube,0.17,5121.0,3.17,Chicago,German,679,8433,9,Health & Wellness,23-10-2021,20.007244301003677,-16.83724430100368
153203,Alpha Innovations,Social Media,Women 25-34,45 days,Facebook,0.24,5889.0,3.11,Houston,Spanish,196,5775,10,Foodies,25-09-2021,19.331163197947177,-16.221163197947178
153232,TechCorp,Social Media,Women 25-34,30 days,Instagram,0.16,5905.0,7.69,Chicago,Mandarin,827,5277,10,Tech Enthusiasts,24-10-2021,19.278784093600496,-11.588784093600495
153380,DataTech Solutions,Search,Women 25-34,45 days,Google Ads,0.21,5136.0,2.55,Chicago,Spanish,493,5452,9,Foodies,21-03-2021,19.948811928629254,-17.398811928629254
153466,TechCorp,Social Media,Women 25-34,30 days,Facebook,0.15,5207.0,5.16,Miami,Mandarin,954,9046,9,Fashionistas,15-06-2021,19.676800089387335,-14.516800089387335
153740,NexGen Systems,Display,Women 25-34,60 days,Google Ads,0.21,7679.0,3.35,Houston,Mandarin,261,9145,10,Health & Wellness,16-03-2021,14.825005869606839,-11.47500586960684
154256,TechCorp,Display,Women 25-34,15 days,YouTube,0.17,7402.0,2.8,Los Angeles,Spanish,646,1589,10,Tech Enthusiasts,14-08-2021,15.379791957945274,-12.579791957945275
154331,Innovate Industries,Email,Women 25-34,15 days,Google Ads,0.19,5448.0,6.1,New York,Mandarin,174,8701,9,Outdoor Adventurers,28-10-2021,18.806368954742997,-12.706368954742997
154348,DataTech Solutions,Display,Women 25-34,45 days,Website,0.21,5213.0,5.85,Chicago,French,917,2148,8,Outdoor Adventurers,14-11-2021,17.470357962434058,-11.620357962434058
154555,DataTech Solutions,Email,Women 25-34,60 days,Email,0.25,6067.0,4.71,Houston,Spanish,805,9417,9,Outdoor Adventurers,9/6/2021,16.88760475777812,-12.17760475777812
154565,Innovate Industries,Search,Women 25-34,45 days,Facebook,0.16,6587.0,2.51,Houston,English,904,8909,8,Foodies,19-06-2021,13.826169129826742,-11.316169129826742
154873,Alpha Innovations,Display,Women 25-34,45 days,Email,0.25,6958.0,3.33,Los Angeles,Mandarin,998,6773,9,Fashionistas,23-04-2021,14.725078767668847,-11.395078767668847
154894,NexGen Systems,Search,Women 25-34,15 days,Facebook,0.19,5210.0,7.23,Los Angeles,German,553,8548,9,Foodies,14-05-2021,19.665469878203428,-12.435469878203428
154921,NexGen Systems,Search,Women 25-34,60 days,Google Ads,0.21,5992.0,5.86,Los Angeles,Spanish,929,2508,10,Fashionistas,10/6/2021,18.99886850345643,-13.138868503456429
155306,TechCorp,Display,Women 25-34,60 days,Website,0.21,5276.0,2.86,Chicago,Mandarin,815,3068,8,Foodies,30-06-2021,17.261746788887177,-14.401746788887177
155425,DataTech Solutions,Influencer,Women 25-34,30 days,Instagram,0.23,5322.0,2.97,Chicago,German,986,2281,7,Fashionistas,27-10-2021,14.973478776944317,-12.003478776944316
155543,Innovate Industries,Email,Women 25-34,60 days,Email,0.22,5310.0,2.25,Miami,Spanish,170,1737,7,Tech Enthusiasts,22-02-2021,15.007317147061704,-12.757317147061704
155709,TechCorp,Social Media,Women 25-34,15 days,YouTube,0.15,5301.0,4.15,Miami,Spanish,833,1745,10,Outdoor Adventurers,7/8/2021,21.47542351871551,-17.32542351871551
156001,DataTech Solutions,Search,Women 25-34,45 days,Instagram,0.23,6245.0,3.64,Los Angeles,Mandarin,226,5582,9,Foodies,26-05-2021,16.4062606990296,-12.766260699029598
156189,Alpha Innovations,Display,Women 25-34,30 days,YouTube,0.17,6786.0,2.31,New York,Mandarin,237,2404,9,Outdoor Adventurers,30-11-2021,15.098305049431158,-12.788305049431157
156330,Innovate Industries,Influencer,Women 25-34,45 days,Email,0.17,5191.0,4.56,Houston,French,191,1755,8,Outdoor Adventurers,20-04-2021,17.544399163584806,-12.984399163584808
156334,DataTech Solutions,Display,Women 25-34,45 days,Facebook,0.19,6462.0,4.26,Miami,French,399,9790,10,Outdoor Adventurers,24-04-2021,17.617025699893365,-13.357025699893365
156528,TechCorp,Social Media,Women 25-34,60 days,Facebook,0.15,5516.0,2.25,Los Angeles,Mandarin,442,6552,10,Foodies,4/11/2021,20.63836477025216,-18.38836477025216
156694,TechCorp,Social Media,Women 25-34,45 days,Facebook,0.16,5240.0,7.78,Chicago,German,694,5826,10,Fashionistas,19-04-2021,21.72542367799827,-13.945423677998267
157231,Alpha Innovations,Influencer,Women 25-34,60 days,Website,0.25,5016.0,3.11,New York,Mandarin,800,2220,10,Fashionistas,8/10/2021,22.695618036824346,-19.585618036824346
157660,Alpha Innovations,Email,Women 25-34,15 days,Instagram,0.15,5008.0,4.88,Miami,German,985,1393,9,Outdoor Adventurers,11/12/2021,20.45868571594246,-15.578685715942463
157839,DataTech Solutions,Influencer,Women 25-34,15 days,YouTube,0.25,6866.0,2.33,Miami,English,481,7616,9,Health & Wellness,8/6/2021,14.92238538675209,-12.59238538675209
158139,Alpha Innovations,Influencer,Women 25-34,30 days,Email,0.19,5367.0,3.86,New York,Mandarin,512,8684,9,Tech Enthusiasts,4/4/2021,19.090199006044315,-15.230199006044316
158186,DataTech Solutions,Display,Women 25-34,45 days,Facebook,0.18,7236.0,2.54,Miami,French,833,4138,9,Fashionistas,21-05-2021,14.159355730436685,-11.619355730436684
158529,NexGen Systems,Search,Women 25-34,30 days,Website,0.16,5718.0,3.48,Miami,French,837,6835,8,Health & Wellness,29-04-2021,15.927417988487013,-12.447417988487013
158567,TechCorp,Social Media,Women 25-34,60 days,Facebook,0.15,7178.0,2.53,Los Angeles,Spanish,696,5284,9,Outdoor Adventurers,6/6/2021,14.273766796522686,-11.743766796522687
158829,TechCorp,Search,Women 25-34,45 days,Facebook,0.25,5331.0,3.74,Chicago,Mandarin,147,3417,10,Tech Enthusiasts,23-02-2021,21.354571388615817,-17.614571388615815
159161,Alpha Innovations,Influencer,Women 25-34,30 days,Email,0.17,5171.0,3.43,Los Angeles,English,952,3116,9,Fashionistas,21-01-2021,19.813788061388482,-16.383788061388483
159271,Alpha Innovations,Search,Women 25-34,30 days,Email,0.23,5610.0,3.1,New York,English,587,4565,8,Tech Enthusiasts,11/5/2021,16.234042078104945,-13.134042078104946
159277,Innovate Industries,Display,Women 25-34,60 days,Facebook,0.16,8095.0,2.57,Miami,French,965,2652,10,Tech Enthusiasts,17-05-2021,14.063152572292887,-11.493152572292887
160310,Alpha Innovations,Display,Women 25-34,15 days,Website,0.25,5499.0,4.16,New York,Mandarin,986,7656,8,Foodies,16-03-2021,16.561734144056874,-12.401734144056874
160566,Alpha Innovations,Search,Women 25-34,45 days,Website,0.18,5957.0,2.6,Chicago,Mandarin,578,2204,9,Tech Enthusiasts,27-11-2021,17.199445705126717,-14.599445705126717
160757,DataTech Solutions,Display,Women 25-34,60 days,Google Ads,0.18,5718.0,5.01,Los Angeles,Mandarin,135,6425,9,Health & Wellness,6/6/2021,17.91834523704789,-12.908345237047891
161216,NexGen Systems,Social Media,Women 25-34,45 days,Website,0.16,6751.0,5.12,Houston,French,107,1454,10,Health & Wellness,8/9/2021,16.862867734070644,-11.742867734070643
161235,NexGen Systems,Email,Women 25-34,15 days,Email,0.24,6315.0,3.07,Houston,French,850,7405,10,Foodies,27-09-2021,18.027113234000147,-14.957113234000147
161288,Innovate Industries,Search,Women 25-34,30 days,Website,0.18,6068.0,6.74,Los Angeles,French,936,4034,10,Health & Wellness,19-11-2021,18.760912998139574,-12.020912998139574
161521,Innovate Industries,Display,Women 25-34,15 days,Google Ads,0.19,5704.0,3.33,Miami,Mandarin,107,5892,9,Tech Enthusiasts,10/7/2021,17.962324345273466,-14.632324345273465
161835,Alpha Innovations,Social Media,Women 25-34,60 days,Email,0.23,5135.0,7.71,Los Angeles,Spanish,387,1168,10,Foodies,20-05-2021,22.16966311055714,-14.459663110557138
161903,Innovate Industries,Social Media,Women 25-34,45 days,YouTube,0.16,5717.0,3.86,Miami,English,620,5674,8,Foodies,27-07-2021,15.930203963296965,-12.070203963296965
162508,TechCorp,Search,Women 25-34,15 days,Email,0.24,5128.0,2.09,Los Angeles,French,127,4159,9,Outdoor Adventurers,24-03-2021,19.979933320093572,-17.889933320093572
162696,TechCorp,Social Media,Women 25-34,60 days,Facebook,0.24,7635.0,2.23,New York,French,743,9489,10,Fashionistas,28-09-2021,14.910441397866526,-12.680441397866526
162913,NexGen Systems,Email,Women 25-34,60 days,Instagram,0.19,6871.0,2.95,Chicago,French,726,2732,9,Foodies,3/5/2021,14.911526424893006,-11.961526424893005
162991,Innovate Industries,Search,Women 25-34,45 days,Facebook,0.23,5240.0,3.82,New York,Spanish,649,2545,8,Fashionistas,20-07-2021,17.380338942398616,-13.560338942398616
163212,Innovate Industries,Social Media,Women 25-34,45 days,Google Ads,0.21,6699.0,3.71,Miami,English,122,9879,9,Health & Wellness,26-02-2021,15.294386933190005,-11.584386933190004
163601,DataTech Solutions,Social Media,Women 25-34,30 days,Instagram,0.16,5878.0,4.65,Miami,Mandarin,379,4386,9,Tech Enthusiasts,22-03-2021,17.43060531906088,-12.78060531906088
163634,NexGen Systems,Social Media,Women 25-34,45 days,Facebook,0.2,5018.0,4.38,Miami,English,241,3679,7,Health & Wellness,24-04-2021,15.880600647847281,-11.500600647847282
163810,Alpha Innovations,Search,Women 25-34,45 days,Instagram,0.15,5255.0,7.35,Los Angeles,Mandarin,504,5970,9,Outdoor Adventurers,17-10-2021,19.49706908952233,-12.147069089522331
164029,NexGen Systems,Email,Women 25-34,45 days,YouTube,0.2,5300.0,3.42,Los Angeles,English,338,2715,9,Tech Enthusiasts,24-05-2021,19.331527936875442,-15.911527936875443
164114,TechCorp,Display,Women 25-34,60 days,Google Ads,0.24,5062.0,4.04,Los Angeles,Mandarin,266,9496,7,Fashionistas,17-08-2021,15.742563028624586,-11.702563028624585
164489,NexGen Systems,Search,Women 25-34,60 days,YouTube,0.16,7816.0,2.79,Chicago,Spanish,636,5073,10,Fashionistas,27-08-2021,14.565150981667212,-11.775150981667213
164798,DataTech Solutions,Email,Women 25-34,30 days,YouTube,0.2,7348.0,3.01,Miami,Mandarin,255,2435,10,Fashionistas,2/7/2021,15.49281710298189,-12.48281710298189
164897,NexGen Systems,Influencer,Women 25-34,45 days,Google Ads,0.18,6609.0,2.88,New York,English,822,7882,10,Health & Wellness,9/10/2021,17.225180825043264,-14.345180825043265
165028,Innovate Industries,Email,Women 25-34,60 days,Facebook,0.16,6950.0,3.35,Chicago,English,900,6179,9,Health & Wellness,17-02-2021,14.742028498624439,-11.39202849862444
165137,TechCorp,Search,Women 25-34,60 days,Google Ads,0.23,5552.0,2.09,New York,French,714,1293,8,Outdoor Adventurers,6/6/2021,16.40363401624077,-14.31363401624077
165297,DataTech Solutions,Search,Women 25-34,45 days,Email,0.2,6975.0,2.45,Miami,English,110,4283,9,Tech Enthusiasts,13-11-2021,14.689189686801411,-12.23918968680141
165421,DataTech Solutions,Display,Women 25-34,30 days,YouTube,0.21,5163.0,2.47,New York,Spanish,610,9275,10,Tech Enthusiasts,17-03-2021,22.049432514567293,-19.579432514567294
165499,TechCorp,Display,Women 25-34,45 days,YouTube,0.17,5102.0,4.91,Chicago,German,588,2045,8,Foodies,3/6/2021,17.850446110969962,-12.940446110969962
165937,DataTech Solutions,Email,Women 25-34,60 days,Email,0.21,6380.0,5.78,New York,Mandarin,542,7983,10,Fashionistas,15-08-2021,17.843451422055004,-12.063451422055003
166169,NexGen Systems,Display,Women 25-34,60 days,Website,0.19,5361.0,4.9,Chicago,French,113,4497,9,Health & Wellness,4/4/2021,19.111564645670555,-14.211564645670554
